Date(UTC),Symbol,Side,Price,Quantity,Amount,Fee,Realized Profit,Leverage,Margin Mode
2026-04-17 03:31:34,ETHUSDT,BUY,3414.413977,0.772438ETH,2637.4241USDT,1.054970USDT,0.0000USDT,25x,Cross
2026-04-15 19:37:23,BTCUSDT,BUY,70768.345677,0.03177BTC,2248.3407USDT,0.899336USDT,53.2231USDT,5x,Cross
2026-04-15 18:55:06,BTCUSDT,SELL,72443.585456,0.03177BTC,2301.5637USDT,0.920625USDT,0.0000USDT,5x,Cross
2026-04-15 12:52:05,ETHUSDT,BUY,3572.658498,2.272409ETH,8118.5411USDT,3.247416USDT,-292.8363USDT,20x,Cross
2026-04-15 01:10:28,DOGEUSDT,BUY,0.16651,13685.829707DOGE,2278.8266USDT,0.911531USDT,0.0000USDT,20x,Cross
2026-04-14 22:06:21,ETHUSDT,BUY,3343.980615,0.519695ETH,1737.8498USDT,0.695140USDT,27.5256USDT,3x,Cross
2026-04-14 20:39:52,ETHUSDT,SELL,3396.945451,0.519695ETH,1765.3754USDT,0.706150USDT,0.0000USDT,3x,Cross
2026-04-14 14:42:28,ETHUSDT,SELL,3504.689025,0.704189ETH,2467.9638USDT,0.987186USDT,0.0000USDT,20x,Cross
2026-04-14 08:45:16,ETHUSDT,SELL,3440.926682,0.787088ETH,2708.3124USDT,1.083325USDT,0.0000USDT,20x,Cross
2026-04-14 03:47:35,ETHUSDT,SELL,3391.781948,0.781132ETH,2649.4286USDT,1.059771USDT,0.0000USDT,20x,Cross
2026-04-12 16:06:56,DOGEUSDT,SELL,0.15729,16342.249748DOGE,2570.4785USDT,1.028191USDT,8.3298USDT,5x,Cross
2026-04-12 15:23:05,DOGEUSDT,SELL,0.139638,13805.669897DOGE,1927.8017USDT,0.771121USDT,-178.3020USDT,25x,Cross
2026-04-12 14:02:58,DOGEUSDT,BUY,0.156781,16342.249748DOGE,2562.1487USDT,1.024859USDT,0.0000USDT,5x,Cross
2026-04-12 08:05:28,SOLUSDT,BUY,151.424426,15.401992SOL,2332.2378USDT,0.932895USDT,50.5867USDT,10x,Cross
2026-04-12 07:36:27,SOLUSDT,SELL,154.708854,15.401992SOL,2382.8245USDT,0.953130USDT,0.0000USDT,10x,Cross
2026-04-12 07:13:02,ETHUSDT,SELL,3347.129675,0.514834ETH,1723.2171USDT,0.689287USDT,-82.5784USDT,20x,Cross
2026-04-12 04:32:20,DOGEUSDT,BUY,0.152554,13805.669897DOGE,2106.1037USDT,0.842441USDT,0.0000USDT,25x,Cross
2026-04-11 16:20:36,ETHUSDT,SELL,3425.268015,0.797297ETH,2730.9565USDT,1.092383USDT,46.9742USDT,5x,Cross
2026-04-11 13:34:49,ETHUSDT,BUY,3366.351178,0.797297ETH,2683.9823USDT,1.073593USDT,0.0000USDT,5x,Cross
2026-04-11 12:29:45,ETHUSDT,BUY,3341.259778,0.964032ETH,3221.0824USDT,1.288433USDT,121.9518USDT,10x,Cross
2026-04-11 10:56:01,ETHUSDT,SELL,3467.76156,0.964032ETH,3343.0342USDT,1.337214USDT,0.0000USDT,10x,Cross
2026-04-11 08:12:31,BTCUSDT,BUY,70658.781664,0.031671BTC,2237.8227USDT,0.895129USDT,12.3001USDT,3x,Cross
2026-04-11 07:21:57,BTCUSDT,SELL,71047.154412,0.031671BTC,2250.1228USDT,0.900049USDT,0.0000USDT,3x,Cross
2026-04-11 01:21:37,ETHUSDT,BUY,3507.527651,0.514834ETH,1805.7954USDT,0.722318USDT,0.0000USDT,20x,Cross
2026-04-08 08:16:26,DOGEUSDT,SELL,0.149596,20024.213647DOGE,2995.5486USDT,1.198219USDT,-301.7896USDT,20x,Cross
2026-04-07 05:23:43,DOGEUSDT,BUY,0.164668,20024.213647DOGE,3297.3382USDT,1.318935USDT,0.0000USDT,20x,Cross
2026-04-05 22:22:03,BTCUSDT,SELL,76532.714895,0.035816BTC,2741.1169USDT,1.096447USDT,110.6896USDT,5x,Cross
2026-04-05 20:41:56,BTCUSDT,BUY,73442.230741,0.035816BTC,2630.4272USDT,1.052171USDT,0.0000USDT,5x,Cross
2026-04-05 18:09:20,SOLUSDT,BUY,147.887772,17.656035SOL,2611.1116USDT,1.044445USDT,32.7724USDT,5x,Cross
2026-04-05 15:57:22,BTCUSDT,SELL,69994.238859,0.045359BTC,3174.8849USDT,1.269954USDT,51.3785USDT,10x,Cross
2026-04-05 14:37:15,SOLUSDT,SELL,149.74393,17.656035SOL,2643.8840USDT,1.057554USDT,0.0000USDT,5x,Cross
2026-04-05 13:39:36,BTCUSDT,BUY,68861.535731,0.045359BTC,3123.5063USDT,1.249403USDT,0.0000USDT,10x,Cross
2026-04-04 15:29:30,SOLUSDT,BUY,171.577245,13.985396SOL,2399.5757USDT,0.959830USDT,4.9787USDT,10x,Cross
2026-04-04 10:45:12,ETHUSDT,SELL,3102.096581,1.008875ETH,3129.6283USDT,1.251851USDT,-199.5944USDT,25x,Cross
2026-04-04 10:07:06,SOLUSDT,SELL,171.933234,13.985396SOL,2404.5543USDT,0.961822USDT,0.0000USDT,10x,Cross
2026-04-03 20:47:24,BTCUSDT,SELL,73406.750461,0.034382BTC,2523.8863USDT,1.009555USDT,35.4133USDT,10x,Cross
2026-04-03 17:14:13,BTCUSDT,BUY,72376.762055,0.034382BTC,2488.4731USDT,0.995389USDT,0.0000USDT,10x,Cross
2026-04-03 10:02:52,ETHUSDT,SELL,3487.734524,0.513991ETH,1792.6626USDT,0.717065USDT,0.5281USDT,3x,Cross
2026-04-03 09:18:29,ETHUSDT,BUY,3486.707084,0.513991ETH,1792.1345USDT,0.716854USDT,0.0000USDT,3x,Cross
2026-04-02 14:33:38,BTCUSDT,SELL,73892.85245,0.037776BTC,2791.3587USDT,1.116543USDT,53.0190USDT,5x,Cross
2026-04-02 08:46:57,BTCUSDT,BUY,72489.332858,0.037776BTC,2738.3397USDT,1.095336USDT,0.0000USDT,5x,Cross
2026-04-02 00:12:47,ETHUSDT,BUY,3299.935154,1.008875ETH,3329.2227USDT,1.331689USDT,0.0000USDT,25x,Cross
2026-03-31 11:39:32,ETHUSDT,SELL,3279.683879,0.962675ETH,3157.2698USDT,1.262908USDT,95.4171USDT,10x,Cross
2026-03-31 10:15:25,ETHUSDT,BUY,3180.567213,0.962675ETH,3061.8527USDT,1.224741USDT,0.0000USDT,10x,Cross
2026-03-31 03:57:00,BTCUSDT,SELL,72513.480363,0.101796BTC,7381.5719USDT,2.952629USDT,-158.7309USDT,5x,Cross
2026-03-30 23:20:23,BTCUSDT,BUY,72302.435169,0.030188BTC,2182.6864USDT,0.873075USDT,0.0000USDT,5x,Cross
2026-03-30 22:06:05,BTCUSDT,BUY,74011.191929,0.027796BTC,2057.1840USDT,0.822874USDT,0.0000USDT,5x,Cross
2026-03-30 21:04:09,BTCUSDT,BUY,75331.709688,0.043812BTC,3300.4324USDT,1.320173USDT,0.0000USDT,5x,Cross
2026-03-30 14:10:04,BTCUSDT,SELL,73633.391974,0.02703BTC,1990.2951USDT,0.796118USDT,5.1665USDT,5x,Cross
2026-03-30 12:13:41,BTCUSDT,BUY,73442.251782,0.02703BTC,1985.1286USDT,0.794051USDT,0.0000USDT,5x,Cross
2026-03-29 14:02:54,BTCUSDT,BUY,69459.946084,0.041649BTC,2892.9234USDT,1.157169USDT,15.6672USDT,10x,Cross
2026-03-29 11:47:37,BTCUSDT,SELL,69836.11987,0.041649BTC,2908.5906USDT,1.163436USDT,0.0000USDT,10x,Cross
2026-03-28 22:59:15,ETHUSDT,SELL,3050.063744,0.597278ETH,1821.7354USDT,0.728694USDT,-145.5516USDT,20x,Cross
2026-03-28 19:54:35,BTCUSDT,SELL,75054.011508,0.025474BTC,1911.9272USDT,0.764771USDT,8.4164USDT,5x,Cross
2026-03-28 15:50:34,BTCUSDT,BUY,74723.61863,0.025474BTC,1903.5108USDT,0.761404USDT,0.0000USDT,5x,Cross
2026-03-28 00:10:05,ETHUSDT,BUY,3293.755414,0.597278ETH,1967.2870USDT,0.786915USDT,0.0000USDT,20x,Cross
2026-03-24 11:23:44,SOLUSDT,BUY,143.412364,17.340726SOL,2486.8745USDT,0.994750USDT,-17.4277USDT,10x,Cross
2026-03-23 18:11:48,ETHUSDT,SELL,3426.492863,0.769283ETH,2635.9412USDT,1.054376USDT,21.0462USDT,5x,Cross
2026-03-23 14:22:19,BTCUSDT,BUY,71835.658444,0.034177BTC,2455.1013USDT,0.982041USDT,14.4850USDT,5x,Cross
2026-03-23 13:40:35,ETHUSDT,BUY,3399.134702,0.769283ETH,2614.8950USDT,1.045958USDT,0.0000USDT,5x,Cross
2026-03-23 09:38:34,BTCUSDT,SELL,72259.484592,0.034177BTC,2469.5862USDT,0.987834USDT,0.0000USDT,5x,Cross
2026-03-23 08:26:52,SOLUSDT,SELL,142.407347,17.340726SOL,2469.4468USDT,0.987779USDT,0.0000USDT,10x,Cross
2026-03-20 17:44:44,DOGEUSDT,BUY,0.148702,20187.743935DOGE,3001.9675USDT,1.200787USDT,65.5973USDT,5x,Cross
2026-03-20 16:26:22,DOGEUSDT,SELL,0.151952,20187.743935DOGE,3067.5648USDT,1.227026USDT,0.0000USDT,5x,Cross
2026-03-20 07:21:37,SOLUSDT,SELL,158.362934,30.841903SOL,4884.2142USDT,1.953686USDT,-77.1760USDT,10x,Cross
2026-03-19 19:00:42,SOLUSDT,BUY,158.959524,8.922578SOL,1418.3288USDT,0.567332USDT,0.0000USDT,10x,Cross
2026-03-19 15:41:39,SOLUSDT,BUY,159.550458,9.51082SOL,1517.4557USDT,0.606982USDT,0.0000USDT,10x,Cross
2026-03-19 12:55:47,SOLUSDT,BUY,163.243339,12.408504SOL,2025.6057USDT,0.810242USDT,0.0000USDT,10x,Cross
2026-03-18 05:48:33,DOGEUSDT,SELL,0.135691,71484.929822DOGE,9699.8798USDT,3.879952USDT,-889.1513USDT,20x,Cross
2026-03-18 04:32:52,DOGEUSDT,BUY,0.145061,15469.674528DOGE,2244.0396USDT,0.897616USDT,0.0000USDT,20x,Cross
2026-03-18 04:05:03,DOGEUSDT,BUY,0.145655,13783.283082DOGE,2007.6086USDT,0.803043USDT,0.0000USDT,20x,Cross
2026-03-18 03:37:15,DOGEUSDT,BUY,0.14925,22231.735125DOGE,3318.0785USDT,1.327231USDT,0.0000USDT,20x,Cross
2026-03-18 03:14:05,DOGEUSDT,BUY,0.150963,20000.237087DOGE,3019.3044USDT,1.207722USDT,0.0000USDT,20x,Cross
2026-03-17 22:47:26,ETHUSDT,BUY,3257.40006,0.702327ETH,2287.7616USDT,0.915105USDT,8.0651USDT,5x,Cross
2026-03-17 22:33:59,BTCUSDT,SELL,71206.934011,0.036957BTC,2631.5979USDT,1.052639USDT,18.1958USDT,5x,Cross
2026-03-17 21:02:12,BTCUSDT,BUY,70714.583036,0.036957BTC,2613.4020USDT,1.045361USDT,0.0000USDT,5x,Cross
2026-03-17 20:16:06,ETHUSDT,SELL,3268.883386,0.702327ETH,2295.8266USDT,0.918331USDT,0.0000USDT,5x,Cross
2026-03-16 19:28:46,SOLUSDT,BUY,171.578738,11.35516SOL,1948.3040USDT,0.779322USDT,-84.1355USDT,5x,Cross
2026-03-16 18:42:07,ETHUSDT,BUY,3282.642098,0.571797ETH,1877.0052USDT,0.750802USDT,29.7778USDT,5x,Cross
2026-03-16 18:17:26,ETHUSDT,SELL,3334.719712,0.571797ETH,1906.7831USDT,0.762713USDT,0.0000USDT,5x,Cross
2026-03-16 06:41:17,SOLUSDT,SELL,164.169287,11.35516SOL,1864.1685USDT,0.745667USDT,0.0000USDT,5x,Cross
2026-03-12 18:02:22,ETHUSDT,BUY,3074.006621,0.625615ETH,1923.1447USDT,0.769258USDT,40.4276USDT,10x,Cross
2026-03-12 17:09:46,ETHUSDT,SELL,3138.627114,0.625615ETH,1963.5723USDT,0.785429USDT,0.0000USDT,10x,Cross
2026-03-12 01:23:38,BTCUSDT,BUY,67330.070044,0.0392BTC,2639.3337USDT,1.055733USDT,29.5341USDT,10x,Cross
2026-03-12 00:41:50,BTCUSDT,BUY,66230.088772,0.025767BTC,1706.5696USDT,0.682628USDT,30.2167USDT,10x,Cross
2026-03-12 00:18:30,BTCUSDT,BUY,72001.629573,0.036191BTC,2605.7829USDT,1.042313USDT,35.8261USDT,10x,Cross
2026-03-11 22:41:14,BTCUSDT,SELL,67402.764554,0.025767BTC,1736.7863USDT,0.694715USDT,0.0000USDT,10x,Cross
2026-03-11 21:59:37,BTCUSDT,SELL,68083.491224,0.0392BTC,2668.8677USDT,1.067547USDT,0.0000USDT,10x,Cross
2026-03-11 21:27:32,BTCUSDT,SELL,72991.557444,0.036191BTC,2641.6090USDT,1.056644USDT,0.0000USDT,10x,Cross
2026-03-11 15:45:59,SOLUSDT,BUY,167.839318,73.999515SOL,12420.0281USDT,4.968011USDT,-266.3752USDT,25x,Cross
2026-03-11 08:32:05,SOLUSDT,SELL,167.01973,21.680699SOL,3621.1045USDT,1.448442USDT,0.0000USDT,25x,Cross
2026-03-11 05:52:42,SOLUSDT,SELL,165.748441,16.009104SOL,2653.4840USDT,1.061394USDT,0.0000USDT,25x,Cross
2026-03-11 03:13:19,SOLUSDT,SELL,163.178785,16.867892SOL,2752.4821USDT,1.100993USDT,0.0000USDT,25x,Cross
2026-03-11 01:00:29,SOLUSDT,SELL,160.817368,19.44182SOL,3126.5824USDT,1.250633USDT,0.0000USDT,25x,Cross
2026-03-09 18:30:22,SOLUSDT,BUY,153.653083,15.042385SOL,2311.3088USDT,0.924524USDT,12.0158USDT,3x,Cross
2026-03-09 11:45:31,SOLUSDT,SELL,154.451881,15.042385SOL,2323.3246USDT,0.929330USDT,0.0000USDT,3x,Cross
2026-03-08 10:11:39,BTCUSDT,SELL,72876.362678,0.043097BTC,3140.7269USDT,1.256291USDT,75.2953USDT,10x,Cross
2026-03-08 06:25:00,BTCUSDT,BUY,71129.236465,0.043097BTC,3065.4316USDT,1.226173USDT,0.0000USDT,10x,Cross
2026-03-07 09:44:39,BTCUSDT,SELL,71817.588936,0.036453BTC,2617.9525USDT,1.047181USDT,40.0702USDT,3x,Cross
2026-03-07 07:20:42,BTCUSDT,SELL,69745.267792,0.037412BTC,2609.2829USDT,1.043713USDT,12.1194USDT,5x,Cross
2026-03-07 07:07:18,BTCUSDT,BUY,70718.352827,0.036453BTC,2577.8822USDT,1.031153USDT,0.0000USDT,3x,Cross
2026-03-07 06:21:27,BTCUSDT,BUY,69421.318921,0.037412BTC,2597.1635USDT,1.038865USDT,0.0000USDT,5x,Cross
2026-03-06 23:49:42,ETHUSDT,SELL,3197.270854,0.552918ETH,1767.8291USDT,0.707132USDT,10.4103USDT,5x,Cross
2026-03-06 22:06:23,ETHUSDT,BUY,3178.4429,0.552918ETH,1757.4188USDT,0.702968USDT,0.0000USDT,5x,Cross
2026-03-06 19:01:44,BTCUSDT,BUY,68806.919175,0.030131BTC,2073.2069USDT,0.829283USDT,-6.8145USDT,5x,Cross
2026-03-06 18:00:26,DOGEUSDT,BUY,0.163605,10775.614283DOGE,1762.9497USDT,0.705180USDT,5.1483USDT,5x,Cross
2026-03-06 15:57:35,DOGEUSDT,SELL,0.164083,10775.614283DOGE,1768.0980USDT,0.707239USDT,0.0000USDT,5x,Cross
2026-03-06 10:17:58,BTCUSDT,SELL,68580.755831,0.030131BTC,2066.3924USDT,0.826557USDT,0.0000USDT,5x,Cross
2026-03-05 23:00:02,ETHUSDT,BUY,3171.095676,0.744681ETH,2361.4542USDT,0.944582USDT,7.8101USDT,10x,Cross
2026-03-05 21:15:18,ETHUSDT,SELL,3181.58356,0.744681ETH,2369.2644USDT,0.947706USDT,0.0000USDT,10x,Cross
2026-03-04 20:42:27,ETHUSDT,BUY,3348.395013,0.664665ETH,2225.5620USDT,0.890225USDT,25.1535USDT,3x,Cross
2026-03-04 18:40:36,ETHUSDT,SELL,3386.238813,0.664665ETH,2250.7155USDT,0.900286USDT,0.0000USDT,3x,Cross
2026-03-04 11:09:37,SOLUSDT,BUY,149.77184,12.031454SOL,1801.9730USDT,0.720789USDT,-4.4673USDT,10x,Cross
2026-03-04 03:31:13,SOLUSDT,SELL,149.400539,12.031454SOL,1797.5058USDT,0.719002USDT,0.0000USDT,10x,Cross
2026-03-03 23:43:24,ETHUSDT,SELL,3361.057508,0.687279ETH,2309.9848USDT,0.923994USDT,73.5303USDT,3x,Cross
2026-03-03 23:01:21,ETHUSDT,BUY,3254.069926,0.687279ETH,2236.4545USDT,0.894582USDT,0.0000USDT,3x,Cross
2026-03-03 06:38:27,DOGEUSDT,BUY,0.162998,46141.467908DOGE,7520.9799USDT,3.008392USDT,-339.6192USDT,25x,Cross
2026-03-03 04:40:37,DOGEUSDT,SELL,0.158255,10705.586296DOGE,1694.2153USDT,0.677686USDT,0.0000USDT,25x,Cross
2026-03-03 03:57:20,DOGEUSDT,SELL,0.156763,12375.979181DOGE,1940.1014USDT,0.776041USDT,0.0000USDT,25x,Cross
2026-03-03 03:14:04,DOGEUSDT,SELL,0.155564,10929.193723DOGE,1700.1900USDT,0.680076USDT,0.0000USDT,25x,Cross
2026-03-03 02:37:59,DOGEUSDT,SELL,0.152246,12130.708708DOGE,1846.8540USDT,0.738742USDT,0.0000USDT,25x,Cross
2026-03-01 19:38:54,BTCUSDT,SELL,74515.270124,0.040289BTC,3002.1147USDT,1.200846USDT,33.0596USDT,3x,Cross
2026-03-01 18:22:04,BTCUSDT,BUY,73694.701239,0.040289BTC,2969.0551USDT,1.187622USDT,0.0000USDT,3x,Cross
2026-03-01 12:39:30,BTCUSDT,SELL,74304.331193,0.038626BTC,2870.0547USDT,1.148022USDT,45.4640USDT,10x,Cross
2026-03-01 10:20:04,BTCUSDT,BUY,73127.290047,0.038626BTC,2824.5907USDT,1.129836USDT,0.0000USDT,10x,Cross
2026-02-28 20:19:56,SOLUSDT,SELL,148.817967,12.122622SOL,1804.0640USDT,0.721626USDT,-118.7427USDT,20x,Cross
2026-02-28 01:18:55,SOLUSDT,BUY,158.613103,12.122622SOL,1922.8067USDT,0.769123USDT,0.0000USDT,20x,Cross
2026-02-27 09:52:25,SOLUSDT,SELL,155.36369,16.767824SOL,2605.1110USDT,1.042044USDT,-51.2903USDT,3x,Cross
2026-02-26 19:59:32,BTCUSDT,SELL,72257.099625,0.044521BTC,3216.9798USDT,1.286792USDT,39.4536USDT,5x,Cross
2026-02-26 14:38:33,BTCUSDT,BUY,71370.926443,0.044521BTC,3177.5262USDT,1.271010USDT,0.0000USDT,5x,Cross
2026-02-26 10:32:43,SOLUSDT,BUY,158.42254,16.767824SOL,2656.4012USDT,1.062560USDT,0.0000USDT,3x,Cross
2026-02-25 09:59:35,DOGEUSDT,SELL,0.14792,21344.339551DOGE,3157.2444USDT,1.262898USDT,-172.4398USDT,20x,Cross
2026-02-25 02:57:08,DOGEUSDT,BUY,0.155998,21344.339551DOGE,3329.6842USDT,1.331874USDT,0.0000USDT,20x,Cross
2026-02-24 15:49:35,ETHUSDT,BUY,3394.564393,0.826761ETH,2806.4945USDT,1.122598USDT,-131.7919USDT,20x,Cross
2026-02-24 03:39:32,ETHUSDT,SELL,3235.156933,0.826761ETH,2674.7025USDT,1.069881USDT,0.0000USDT,20x,Cross
2026-02-21 23:01:53,DOGEUSDT,BUY,0.158635,69070.923127DOGE,10957.0443USDT,4.382818USDT,-643.3345USDT,25x,Cross
2026-02-21 21:01:42,ETHUSDT,SELL,3546.474759,0.528892ETH,1875.7037USDT,0.750281USDT,26.4375USDT,10x,Cross
2026-02-21 18:48:06,ETHUSDT,BUY,3496.488299,0.528892ETH,1849.2663USDT,0.739707USDT,0.0000USDT,10x,Cross
2026-02-21 13:12:01,DOGEUSDT,SELL,0.155138,13898.147684DOGE,2156.1314USDT,0.862453USDT,0.0000USDT,25x,Cross
2026-02-21 09:46:00,ETHUSDT,SELL,3035.514056,0.70562ETH,2141.9195USDT,0.856768USDT,0.4397USDT,5x,Cross
2026-02-21 09:35:19,DOGEUSDT,SELL,0.150796,15340.850501DOGE,2313.3458USDT,0.925338USDT,0.0000USDT,25x,Cross
2026-02-21 07:24:41,ETHUSDT,BUY,3034.890848,0.70562ETH,2141.4797USDT,0.856592USDT,0.0000USDT,5x,Cross
2026-02-21 05:58:38,DOGEUSDT,SELL,0.147707,21353.246547DOGE,3154.0310USDT,1.261612USDT,0.0000USDT,25x,Cross
2026-02-21 02:58:03,DOGEUSDT,SELL,0.145584,18478.678394DOGE,2690.2016USDT,1.076081USDT,0.0000USDT,25x,Cross
2026-02-17 08:24:41,DOGEUSDT,SELL,0.138308,30144.551223DOGE,4169.2203USDT,1.667688USDT,-477.8892USDT,25x,Cross
2026-02-17 05:09:30,DOGEUSDT,BUY,0.1527,13454.403346DOGE,2054.4842USDT,0.821794USDT,0.0000USDT,25x,Cross
2026-02-17 04:35:04,DOGEUSDT,BUY,0.155339,16690.147878DOGE,2592.6252USDT,1.037050USDT,0.0000USDT,25x,Cross
2026-02-16 22:28:43,DOGEUSDT,SELL,0.155049,19098.408656DOGE,2961.1864USDT,1.184475USDT,-8.2710USDT,25x,Cross
2026-02-16 04:43:50,DOGEUSDT,BUY,0.155482,19098.408656DOGE,2969.4574USDT,1.187783USDT,0.0000USDT,25x,Cross
2026-02-15 21:32:05,BTCUSDT,SELL,70790.08448,0.031196BTC,2208.4013USDT,0.883361USDT,29.8345USDT,5x,Cross
2026-02-15 17:10:58,BTCUSDT,BUY,69833.742161,0.031196BTC,2178.5668USDT,0.871427USDT,0.0000USDT,5x,Cross
2026-02-15 09:53:53,BTCUSDT,BUY,63157.25976,0.029747BTC,1878.7443USDT,0.751498USDT,46.0599USDT,5x,Cross
2026-02-15 07:45:19,BTCUSDT,BUY,67844.879171,0.036022BTC,2443.9319USDT,0.977573USDT,37.0868USDT,5x,Cross
2026-02-15 06:57:37,BTCUSDT,SELL,68874.42885,0.036022BTC,2481.0187USDT,0.992407USDT,0.0000USDT,5x,Cross
2026-02-15 06:33:28,BTCUSDT,SELL,64705.644386,0.029747BTC,1924.8042USDT,0.769922USDT,0.0000USDT,5x,Cross
2026-02-13 13:26:05,ETHUSDT,SELL,3347.378245,0.718509ETH,2405.1224USDT,0.962049USDT,43.6473USDT,10x,Cross
2026-02-13 12:51:01,ETHUSDT,BUY,3286.631165,0.718509ETH,2361.4751USDT,0.944590USDT,0.0000USDT,10x,Cross
2026-02-11 23:45:00,BTCUSDT,SELL,70652.560151,0.038799BTC,2741.2754USDT,1.096510USDT,22.8531USDT,5x,Cross
2026-02-11 21:18:05,BTCUSDT,BUY,70063.552107,0.038799BTC,2718.4223USDT,1.087369USDT,0.0000USDT,5x,Cross
2026-02-09 17:27:23,BTCUSDT,BUY,69323.604821,0.032503BTC,2253.2137USDT,0.901285USDT,0.3267USDT,5x,Cross
2026-02-09 16:00:42,BTCUSDT,SELL,69333.655203,0.032503BTC,2253.5403USDT,0.901416USDT,0.0000USDT,5x,Cross
2026-02-08 11:37:15,DOGEUSDT,SELL,0.154582,15339.921928DOGE,2371.2821USDT,0.948513USDT,37.0757USDT,5x,Cross
2026-02-08 10:35:19,DOGEUSDT,BUY,0.152165,15339.921928DOGE,2334.2064USDT,0.933683USDT,0.0000USDT,5x,Cross
2026-02-06 06:18:08,DOGEUSDT,SELL,0.142485,14048.592917DOGE,2001.7085USDT,0.800683USDT,-20.7858USDT,20x,Cross
2026-02-06 04:26:47,DOGEUSDT,BUY,0.143964,14048.592917DOGE,2022.4943USDT,0.808998USDT,0.0000USDT,20x,Cross
2026-02-04 02:35:50,ETHUSDT,SELL,2885.601574,2.991776ETH,8633.0729USDT,3.453229USDT,-120.4464USDT,5x,Cross
2026-02-03 23:23:22,ETHUSDT,BUY,2865.245327,0.885492ETH,2537.1529USDT,1.014861USDT,0.0000USDT,5x,Cross
2026-02-03 22:31:39,ETHUSDT,BUY,2925.007126,1.054853ETH,3085.4525USDT,1.234181USDT,0.0000USDT,5x,Cross
2026-02-03 21:48:34,ETHUSDT,BUY,2977.766115,1.05143ETH,3130.9139USDT,1.252366USDT,0.0000USDT,5x,Cross
2026-02-02 08:24:18,SOLUSDT,SELL,150.671295,14.66445SOL,2209.5116USDT,0.883805USDT,-58.5600USDT,10x,Cross
2026-02-01 12:57:49,BTCUSDT,BUY,65398.359342,0.043162BTC,2822.7031USDT,1.129081USDT,60.4436USDT,3x,Cross
2026-02-01 07:54:37,BTCUSDT,SELL,66798.759503,0.043162BTC,2883.1467USDT,1.153259USDT,0.0000USDT,3x,Cross
2026-02-01 04:58:40,SOLUSDT,BUY,154.664629,14.66445SOL,2268.0717USDT,0.907229USDT,0.0000USDT,10x,Cross
2026-01-31 08:27:36,BTCUSDT,SELL,68796.858347,0.048973BTC,3369.1915USDT,1.347677USDT,63.5131USDT,5x,Cross
2026-01-31 06:49:59,BTCUSDT,BUY,67499.959991,0.048973BTC,3305.6785USDT,1.322271USDT,0.0000USDT,5x,Cross
2026-01-29 18:21:16,ETHUSDT,BUY,3053.718022,0.60507ETH,1847.7127USDT,0.739085USDT,40.9410USDT,3x,Cross
2026-01-29 16:47:23,ETHUSDT,SELL,3121.381228,0.60507ETH,1888.6537USDT,0.755461USDT,0.0000USDT,3x,Cross
2026-01-28 23:43:26,SOLUSDT,SELL,145.176246,17.486635SOL,2538.6441USDT,1.015458USDT,11.7068USDT,5x,Cross
2026-01-28 21:39:14,SOLUSDT,BUY,144.506774,17.486635SOL,2526.9373USDT,1.010775USDT,0.0000USDT,5x,Cross
2026-01-28 12:57:52,ETHUSDT,BUY,3219.408883,0.791323ETH,2547.5922USDT,1.019037USDT,48.5441USDT,5x,Cross
2026-01-28 12:22:57,ETHUSDT,SELL,3280.754395,0.791323ETH,2596.1363USDT,1.038455USDT,0.0000USDT,5x,Cross
2026-01-27 09:20:34,SOLUSDT,SELL,165.387843,14.010238SOL,2317.1230USDT,0.926849USDT,33.3291USDT,3x,Cross
2026-01-27 06:21:48,SOLUSDT,BUY,163.008932,14.010238SOL,2283.7939USDT,0.913518USDT,0.0000USDT,3x,Cross
2026-01-26 13:05:01,ETHUSDT,SELL,3075.932471,0.673112ETH,2070.4469USDT,0.828179USDT,6.0248USDT,10x,Cross
2026-01-26 09:09:59,ETHUSDT,BUY,3066.981833,0.673112ETH,2064.4221USDT,0.825769USDT,0.0000USDT,10x,Cross
2026-01-25 16:30:32,ETHUSDT,SELL,3020.936257,0.736117ETH,2223.7631USDT,0.889505USDT,24.9622USDT,5x,Cross
2026-01-25 15:01:20,ETHUSDT,BUY,2987.025558,0.736117ETH,2198.8008USDT,0.879520USDT,0.0000USDT,5x,Cross
2026-01-25 13:14:07,ETHUSDT,BUY,3192.296786,0.618965ETH,1975.9184USDT,0.790367USDT,-8.6704USDT,10x,Cross
2026-01-24 23:36:20,ETHUSDT,SELL,3178.288803,0.618965ETH,1967.2480USDT,0.786899USDT,0.0000USDT,10x,Cross
2026-01-24 18:07:04,ETHUSDT,SELL,3121.097199,0.703633ETH,2196.1070USDT,0.878443USDT,8.6731USDT,5x,Cross
2026-01-24 16:10:28,ETHUSDT,BUY,3108.770971,0.703633ETH,2187.4338USDT,0.874974USDT,0.0000USDT,5x,Cross
2026-01-23 23:49:18,BTCUSDT,SELL,67353.585332,0.025423BTC,1712.3070USDT,0.684923USDT,7.0550USDT,5x,Cross
2026-01-23 19:28:11,BTCUSDT,BUY,67076.07685,0.025423BTC,1705.2520USDT,0.682101USDT,0.0000USDT,5x,Cross
2026-01-22 22:33:55,ETHUSDT,BUY,3173.959418,0.529958ETH,1682.0662USDT,0.672826USDT,10.8622USDT,3x,Cross
2026-01-22 20:50:58,ETHUSDT,SELL,3194.455671,0.529958ETH,1692.9284USDT,0.677171USDT,0.0000USDT,3x,Cross
